S.No,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
78,Toyota Innova 2.0 G1,Chennai,2006,230000,Petrol,Manual,Third,12.4 kmpl,1998 CC,132 bhp,8,,4.5
1970,Toyota Innova 2.0 GX 8 STR,Kolkata,2011,78088,Petrol,Manual,First,12.4 kmpl,1998 CC,132 bhp,8,,6.3
2073,Audi A6 2.7 TDI,Mumbai,2009,30000,Diesel,Automatic,First,12.4 kmpl,2698 CC,179.5 bhp,5,,8.95
2930,Audi A6 2.7 TDI,Bangalore,2013,90000,Diesel,Automatic,Second,12.4 kmpl,2698 CC,179.5 bhp,5,,22.5
3436,Toyota Innova 2.0 E,Delhi,2006,150000,Petrol,Manual,First,12.4 kmpl,1998 CC,132 bhp,8,,4.5
3602,Audi A6 2.7 TDI,Ahmedabad,2009,78000,Diesel,Automatic,First,12.4 kmpl,2698 CC,179.5 bhp,5,,8
3625,ISUZU D-MAX V-Cross 4X4,Coimbatore,2018,20422,Diesel,Manual,First,12.4 kmpl,2499 CC,134 bhp,5,,16.09
3817,Audi A6 2.7 TDI,Pune,2011,112719,Diesel,Automatic,First,12.4 kmpl,2698 CC,179.5 bhp,5,,11.5
4203,Toyota Innova 2.0 GX 8 STR,Coimbatore,2014,85301,Petrol,Manual,First,12.4 kmpl,1998 CC,132 bhp,8,,12.36
4757,Audi A6 2.7 TDI,Kolkata,2010,35010,Diesel,Automatic,First,12.4 kmpl,2698 CC,179.5 bhp,5,,11.5
5980,ISUZU D-MAX V-Cross 4X4,Jaipur,2017,25000,Diesel,Manual,First,12.4 kmpl,2499 CC,134 bhp,5,,8
702,Land Rover Freelander 2 SE,Chennai,2011,109000,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,5,,16.5
1989,Land Rover Freelander 2 SE,Mumbai,2012,34000,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,5,,19.25
4248,Land Rover Freelander 2 SE,Ahmedabad,2012,75000,Diesel,Automatic,Second,12.39 kmpl,2179 CC,147.51 bhp,5,,17.5
4467,Land Rover Freelander 2 SE,Kochi,2014,61730,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,5,,19.94
4702,Land Rover Freelander 2 SE,Pune,2014,85000,Diesel,Automatic,Second,12.39 kmpl,2179 CC,147.51 bhp,5,,23
4802,Land Rover Freelander 2 SE,Hyderabad,2011,68000,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,5,,22
4815,Land Rover Freelander 2 SE,Delhi,2013,68000,Diesel,Automatic,Second,12.39 kmpl,2179 CC,147.51 bhp,5,,15.75
5531,Land Rover Freelander 2 SE,Kochi,2014,59885,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,5,,20.11
3494,Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,41000,Petrol,Automatic,First,12.37 kmpl,2359 CC,198.25 bhp,5,,6
1205,Land Rover Freelander 2 HSE,Hyderabad,2012,96000,Diesel,Automatic,First,12.35 kmpl,2179 CC,187.74 bhp,5,,18.98
3411,Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,60000,Diesel,Automatic,Second,12.35 kmpl,2179 CC,187.74 bhp,5,,23.5
4631,Land Rover Freelander 2 HSE,Mumbai,2011,82000,Diesel,Automatic,Second,12.35 kmpl,2179 CC,187.74 bhp,5,,13.9
646,Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency,Delhi,2011,61000,Petrol,Automatic,First,12.3 kmpl,1796 CC,185 bhp,5,,12.5
1145,Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,Kochi,2016,35939,Petrol,Manual,First,12.3 kmpl,1796 CC,185 bhp,5,,30.42
2041,Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,Bangalore,2011,25000,Petrol,Automatic,Second,12.3 kmpl,1796 CC,185 bhp,5,,22
2627,Audi A4 1.8 TFSI,Kolkata,2010,38001,Petrol,Automatic,First,12.3 kmpl,1781 CC,163.2 bhp,5,,8.5
3362,Audi A4 1.8 TFSI,Mumbai,2011,53000,Petrol,Automatic,First,12.3 kmpl,1781 CC,163.2 bhp,5,,9.5
1538,Audi Q5 2008-2012 3.0 TDI,Chennai,2014,25000,Diesel,Automatic,First,12.19 kmpl,2967 CC,236 bhp,5,,44
502,Toyota Camry A/T,Mumbai,2008,80000,Petrol,Automatic,Second,12.1 kmpl,2362 CC,164.7 bhp,5,,3.43
2208,Toyota Camry W4 (AT),Mumbai,2010,62714,Petrol,Automatic,First,12.1 kmpl,2362 CC,164.7 bhp,5,,4.5
5446,Toyota Camry W2 (AT),Chennai,2009,135000,Petrol,Automatic,First,12.1 kmpl,2362 CC,164.7 bhp,5,,4.7
283,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,,70.36
374,Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,Diesel,Automatic,Third,12.07 kmpl,2967 CC,241.4 bhp,7,,12.95
612,Audi Q7 3.0 TDI Quattro Premium Plus,Pune,2009,94000,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,,12
667,Audi Q7 3.0 TDI Quattro Technology,Pune,2008,120300,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,,18
720,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,46983,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,,43.35
1105,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,53735,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,,38.94
1210,Audi Q7 35 TDI Quattro Premium Plus,Mumbai,2015,65938,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,,38
1563,Audi Q7 35 TDI Quattro Technology,Bangalore,2015,21000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,,48
2129,Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2012,88000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,,36.5
2506,Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,2012,79000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,,39
2533,Audi Q7 3.0 TDI quattro,Hyderabad,2011,98000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,,22
2538,Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,28733,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,,53.11
2594,Audi Q7 35 TDI Quattro Technology,Bangalore,2015,21000,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,,52.5
2839,Audi Q7 35 TDI Quattro Premium Plus,Kochi,2016,72132,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,,39
3063,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,51076,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,,34.88
3489,Audi Q7 3.0 TDI quattro,Coimbatore,2012,91743,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,,28.55
3995,Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,32545,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,,48.76
4283,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,72469,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,,32.52
4346,Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,45180,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,,50.22
4442,Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2014,60000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,,45
4487,Audi Q7 3.0 TDI Quattro Technology,Coimbatore,2014,102865,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,,30.5
4503,Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,2015,50000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,,47.5
5147,Audi Q7 3.0 TDI quattro,Coimbatore,2014,118218,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,,31.41
5243,Audi Q7 3.0 TDI Quattro Premium Plus,Bangalore,2014,45000,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,,37.9
5303,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2016,31075,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,,49.79
5406,Audi Q7 3.0 TDI Quattro Premium Plus,Delhi,2014,58000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,,32
5762,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,55662,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,,42.83
126,Mahindra Scorpio VLX,Kolkata,2014,42000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,,7.75
277,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,,7
532,BMW 3 Series 320i Sedan,Coimbatore,2010,48394,Petrol,Automatic,First,12.05 kmpl,1995 CC,154 bhp,5,,10.49
1223,Mahindra Scorpio VLX 2.2 mHawk BSIII,Coimbatore,2012,62729,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,,6.32
1348,Mahindra Scorpio LX BS IV,Bangalore,2007,74112,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,9,,4.1
1654,Mahindra Scorpio VLX,Kolkata,2012,62000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,,6.25
1658,Mahindra Scorpio VLX,Delhi,2010,61001,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,,4.75
1697,Mahindra Scorpio VLX,Mumbai,2011,100010,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,,5.5
1975,BMW 7 Series 740Li,Coimbatore,2018,28060,Petrol,Automatic,First,12.05 kmpl,2979 CC,320 bhp,5,,93.67
1985,BMW 7 Series 740Li,Bangalore,2017,17465,Petrol,Automatic,First,12.05 kmpl,2979 CC,320 bhp,5,,93
2023,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Kolkata,2013,75000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,,6.29
2170,Mahindra Scorpio SLE BSIII,Pune,2010,96813,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,,5.5
2302,Mahindra Scorpio VLX 4WD AIRBAG BSIV,Jaipur,2010,105000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,,5.21
2500,BMW 3 Series 320i Sedan,Coimbatore,2010,59660,Petrol,Automatic,First,12.05 kmpl,1995 CC,154 bhp,5,,10.49
2545,BMW 3 Series 318i Sedan,Pune,2012,39000,Petrol,Automatic,Second,12.05 kmpl,1995 CC,154 bhp,5,,15
2567,Mahindra Scorpio VLX 2WD BSIV,Kolkata,2014,45128,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,,6.75
2769,Mahindra Scorpio 2009-2014 SLE 7S BSIV,Kolkata,2011,51387,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,7,,5.5
2800,Mahindra Scorpio VLX 2.2 mHawk BSIII,Delhi,2010,72000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,,4.4
2855,Mahindra Scorpio VLX 4WD,Bangalore,2007,81000,Diesel,Manual,Third,12.05 kmpl,2179 CC,120 bhp,8,,4.35
3848,Mahindra Scorpio VLX,Ahmedabad,2011,70000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,,7.45
4169,Mahindra Scorpio SLE BSIV,Delhi,2011,85000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,,5.25
4227,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Delhi,2011,77001,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,,4.49
4245,Mahindra Scorpio 2009-2014 LX 2WD 7S,Mumbai,2014,84000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,7,,6.85
4247,Mahindra Scorpio SLE BSIV,Delhi,2012,77000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,,4.93
4349,BMW 3 Series 320i Sedan,Kolkata,2011,7000,Petrol,Automatic,First,12.05 kmpl,1995 CC,154 bhp,5,,9.75
4508,BMW 3 Series 320i,Pune,2009,40000,Petrol,Automatic,Second,12.05 kmpl,1995 CC,154 bhp,5,,9.5
4529,Mahindra Scorpio 2009-2014 SLE 7S BSIV,Bangalore,2014,87000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,7,,7.4
4835,Mahindra Scorpio SLE BSIV,Delhi,2011,65000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,,4
4940,Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,Jaipur,2014,72618,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,7,,8
4963,Mahindra Scorpio VLX,Bangalore,2010,144400,Diesel,Manual,Third,12.05 kmpl,2179 CC,120 bhp,8,,5.25
4970,Mahindra Scorpio SLE BSIV,Kochi,2014,45239,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,,7.09
5148,Mahindra Scorpio SLE BSIV,Pune,2012,99000,Diesel,Manual,Third,12.05 kmpl,2179 CC,120 bhp,8,,6
5202,Mahindra Scorpio SLE BSIV,Bangalore,2013,70359,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,,7.65
5316,Mahindra Scorpio SLE BSIV,Delhi,2012,76777,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,,4.88
5702,BMW 3 Series 320i Sedan,Kochi,2010,70749,Petrol,Automatic,First,12.05 kmpl,1995 CC,154 bhp,5,,9.86
5727,Mahindra Scorpio VLX 2WD BSIV,Hyderabad,2014,90000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,,7.9
5767,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Jaipur,2011,83000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,,6.71
5938,Mahindra Scorpio VLX 2WD Airbag BSIII,Bangalore,2011,73000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,,6.4
401,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2010,85001,Diesel,Automatic,Second,12.0 kmpl,2987 CC,224 bhp,7,,28
491,Honda CR-V 2.4L 4WD AT,Hyderabad,2004,78000,Petrol,Automatic,First,12.0 kmpl,2354 CC,187.4 bhp,5,,3.99
1220,Honda CR-V 2.4L 4WD AT AVN,Kolkata,2013,46125,Petrol,Automatic,Second,12.0 kmpl,2354 CC,187.4 bhp,5,,12.5
1542,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Bangalore,2014,52000,Diesel,Automatic,First,12.0 kmpl,2987 CC,224 bhp,7,,49
1640,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2013,46000,Diesel,Automatic,First,12.0 kmpl,2987 CC,224 bhp,7,,36
2003,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2014,79000,Diesel,Automatic,First,12.0 kmpl,2987 CC,224 bhp,7,,41
2738,Maruti Wagon R Vx,Jaipur,2001,200000,Petrol,Manual,First,12.0 kmpl,,,,,0.7
3069,Honda City 1.5 EXI AT,Kochi,2006,99583,Petrol,Automatic,Third,12.0 kmpl,1493 CC,100 bhp,5,,2.21
4531,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2013,100000,Diesel,Automatic,First,12.0 kmpl,2987 CC,224 bhp,7,,32
4658,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2015,55000,Diesel,Automatic,First,12.0 kmpl,2987 CC,224 bhp,7,,52
4692,Mercedes-Benz SLK-Class 55 AMG,Bangalore,2014,3000,Petrol,Automatic,Second,12.0 kmpl,5461 CC,421 bhp,2,,90
4699,Mercedes-Benz E-Class 2015-2017 E 200 CGI,Mumbai,2014,72000,Petrol,Automatic,First,12.0 kmpl,1991 CC,184 bhp,5,,17.25
5074,Mercedes-Benz E-Class E 200 CGI,Mumbai,2013,50319,Petrol,Automatic,First,12.0 kmpl,1991 CC,181.03 bhp,5,,21.95
5739,Tata New Safari EX 4x2,Jaipur,2011,80000,Petrol,Manual,First,12.0 kmpl,2092 CC,127 bhp,7,,5.5
5864,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Mumbai,2015,48600,Diesel,Automatic,First,12.0 kmpl,2987 CC,224 bhp,7,,48.5
2101,Porsche Cayenne Turbo S,Mumbai,2010,35000,Petrol,Automatic,Second,11.9 kmpl,4806 CC,550 bhp,5,,32
2217,Skoda Superb 2.5 TDi AT,Delhi,2012,83000,Diesel,Automatic,First,11.9 kmpl,2496 CC,163.2 bhp,5,,6.75
3463,Honda Accord VTi-L MT,Mumbai,2007,86000,Petrol,Manual,Third,11.9 kmpl,2354 CC,144 bhp,5,,1.85
217,Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,5,,45
1300,Land Rover Discovery 4 TDV6 SE,Delhi,2013,65000,Diesel,Automatic,Second,11.8 kmpl,2993 CC,180 bhp,7,,34
2691,Audi A8 L 3.0 TDI quattro,Bangalore,2009,55000,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,5,,13.5
3383,Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,Diesel,Automatic,First,11.8 kmpl,2987 CC,261 bhp,7,,28
3840,Land Rover Discovery 3 TDV6 Diesel Automatic,Pune,2012,117236,Diesel,Automatic,Second,11.8 kmpl,2720 CC,190 bhp,7,,14
4040,Mercedes-Benz R-Class R350 4Matic Long,Mumbai,2011,82000,Petrol,Automatic,Second,11.8 kmpl,3498 CC,272 bhp,7,,16.85
5415,Mercedes-Benz R-Class R350 4Matic Long,Kochi,2014,45710,Petrol,Automatic,First,11.8 kmpl,3498 CC,272 bhp,7,,23.68
5886,Mercedes-Benz R-Class R350 4Matic Long,Pune,2010,93000,Petrol,Automatic,Second,11.8 kmpl,3498 CC,272 bhp,7,,15
1612,Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,Delhi,2012,85000,Diesel,Automatic,First,11.79 kmpl,2179 CC,120 bhp,7,,6.25
3547,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,2011,108905,Diesel,Automatic,Second,11.79 kmpl,2179 CC,120 bhp,8,,6.21
4204,Mahindra Scorpio VLX AT AIRBAG BSIV,Mumbai,2011,50000,Diesel,Automatic,First,11.79 kmpl,2179 CC,120 bhp,8,,6
4849,Mahindra Scorpio VLX 2WD AT BSIV,Hyderabad,2013,86000,Diesel,Automatic,First,11.79 kmpl,2179 CC,120 bhp,8,,8
4616,Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Kolkata,2016,34000,Diesel,Automatic,First,11.78 kmpl,2143 CC,167.62 bhp,5,,25.5
39,Mercedes-Benz M-Class ML 350 CDI,Pune,2013,85000,Diesel,Automatic,First,11.74 kmpl,2987 CC,254.8 bhp,5,,28
63,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Delhi,2015,58000,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,,26.7
216,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,,10.5
427,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,50000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,5,,8.5
756,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Kochi,2014,56778,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,,15.46
1357,Mercedes-Benz New C-Class C250 Avantgarde,Mumbai,2011,45000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,5,,13.5
1503,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,40000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,5,,14.5
1655,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mumbai,2011,36000,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,,10.15
1692,Mercedes-Benz M-Class ML 350 CDI,Mumbai,2012,51000,Diesel,Automatic,First,11.74 kmpl,2987 CC,254.8 bhp,5,,22.25
1767,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Pune,2007,220000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,5,,6
1810,Mercedes-Benz M-Class ML 350 CDI,Hyderabad,2012,83000,Diesel,Automatic,First,11.74 kmpl,2987 CC,254.8 bhp,5,,36
2412,Mercedes-Benz New C-Class C 200 CGI Elegance,Delhi,2011,51000,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,,11.5
3608,Mercedes-Benz New C-Class C250 Avantgarde,Delhi,2011,64000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,5,,12.5
5076,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Kolkata,2007,43627,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,,29
5411,Mercedes-Benz New C-Class C250 Avantgarde,Chennai,2011,60000,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,,16
5985,Mercedes-Benz New C-Class C 200 CGI Elegance,Mumbai,2012,63720,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,,13.25
237,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,11.72 kmpl,2199 CC,194.3 bhp,7,,7
2022,Hyundai Santa Fe 4x4 AT,Bangalore,2012,43000,Diesel,Automatic,Second,11.72 kmpl,2199 CC,194.3 bhp,7,,10.75
4477,Hyundai Santa Fe 4x4 AT,Bangalore,2014,58000,Diesel,Automatic,First,11.72 kmpl,2199 CC,194.3 bhp,7,,17
5424,Hyundai Santa Fe 4x4 AT,Bangalore,2016,36000,Diesel,Automatic,First,11.72 kmpl,2199 CC,194.3 bhp,7,,23
127,Mercedes-Benz New C-Class 200 K AT,Kolkata,2009,28352,Petrol,Automatic,First,11.7 kmpl,1796 CC,178 bhp,5,,9.35
322,Honda Accord 2.4 A/T,Mumbai,2011,60000,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5,,4.45
517,BMW X5 xDrive 30d,Hyderabad,2011,75000,Diesel,Automatic,First,11.7 kmpl,2993 CC,245 bhp,5,,27.5
1447,Mercedes-Benz New C-Class 200 Kompressor,Hyderabad,2010,65000,Petrol,Manual,Second,11.7 kmpl,1796 CC,178 bhp,5,,11.75
1515,Honda Accord 2.4 AT,Mumbai,2008,125000,Petrol,Automatic,Third,11.7 kmpl,2354 CC,177.6 bhp,5,,2.6
1812,Honda Accord 2.4 AT,Kochi,2011,62332,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5,,5.89
1983,Honda Accord 2.4 A/T,Mumbai,2011,54774,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5,,6.35
2530,Mercedes-Benz New C-Class 230 Avantgarde,Hyderabad,2009,29000,Petrol,Automatic,Second,11.7 kmpl,1796 CC,178 bhp,5,,10
3473,Honda Accord 2.4 AT,Chennai,2011,85000,Petrol,Automatic,Second,11.7 kmpl,2354 CC,177.6 bhp,5,,7.5
3855,Hyundai Sonata GOLD,Chennai,2003,44200,Petrol,Manual,Second,11.7 kmpl,1997 CC,134 bhp,5,,1.5
3966,Honda Accord 2.4 AT,Mumbai,2011,87000,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5,,5.4
4022,Mercedes-Benz New C-Class 200 Kompressor,Delhi,2011,62148,Petrol,Manual,First,11.7 kmpl,1796 CC,178 bhp,5,,8.8
4390,BMW X5 xDrive 30d,Hyderabad,2011,124652,Diesel,Automatic,First,11.7 kmpl,2993 CC,245 bhp,5,,21.99
4418,BMW X5 xDrive 30d,Chennai,2011,58000,Diesel,Automatic,Second,11.7 kmpl,2993 CC,245 bhp,5,,27
4778,Honda Accord 2.4 A/T,Mumbai,2008,79000,Petrol,Automatic,Second,11.7 kmpl,2354 CC,177.6 bhp,5,,4.85
4821,BMW X5 xDrive 30d,Chennai,2009,110000,Diesel,Automatic,First,11.7 kmpl,2993 CC,245 bhp,5,,20
4934,BMW X5 xDrive 30d,Chennai,2011,55000,Diesel,Automatic,Second,11.7 kmpl,2993 CC,245 bhp,5,,28
5075,Hyundai Sonata 2.4 GDI,Ahmedabad,2013,45000,Petrol,Manual,First,11.7 kmpl,2359 CC,134 bhp,5,,7.9
5387,Honda Accord 2.4 AT,Mumbai,2008,95000,Petrol,Automatic,Third,11.7 kmpl,2354 CC,177.6 bhp,5,,2.85
5525,Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Chennai,2010,34000,Petrol,Manual,First,11.7 kmpl,1796 CC,178 bhp,5,,10
1679,Mahindra Xylo E8 ABS BS IV,Coimbatore,2014,67771,Diesel,Manual,First,11.68 kmpl,2498 CC,112 bhp,8,,7.06
2791,Mahindra Xylo E8 ABS BS IV,Coimbatore,2016,49176,Diesel,Manual,First,11.68 kmpl,2498 CC,112 bhp,8,,7.46
3781,Mahindra Xylo E4 ABS BS III,Pune,2013,167362,Diesel,Manual,First,11.68 kmpl,2498 CC,112 bhp,7,,4
4639,Mahindra Xylo E4 ABS BS III,Bangalore,2013,197000,Diesel,Manual,First,11.68 kmpl,2498 CC,112 bhp,7,,4
4817,BMW 5 Series 2003-2012 540i Sedan,Delhi,2006,48000,Petrol,Automatic,Second,11.62 kmpl,2979 CC,306 bhp,5,,6.99
265,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,95.13 Lakh,61.29
1028,Tata New Safari DICOR 2.2 EX 4x2,Delhi,2011,77000,Diesel,Manual,Second,11.57 kmpl,2179 CC,138.1 bhp,7,,3.5
1691,Mercedes-Benz GLE 350d,Coimbatore,2018,40129,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,95.13 Lakh,70.8
1831,Mercedes-Benz GLE 350d,Coimbatore,2017,33552,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,95.13 Lakh,64.87
2768,Mercedes-Benz GLE 350d,Coimbatore,2018,30706,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,95.13 Lakh,59.29
2809,Mercedes-Benz GLE 350d,Mumbai,2017,19863,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,91.23 Lakh,64.95
3269,Mercedes-Benz GLE 350d,Coimbatore,2018,29277,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,95.13 Lakh,59.65
4528,Mercedes-Benz GLE 350d,Chennai,2016,29000,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,92.79 Lakh,65
5119,Mercedes-Benz GLE 350d,Bangalore,2016,28541,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,95.13 Lakh,60.75
2589,Mitsubishi Montero 3.2 GLS,Chennai,2007,179032,Diesel,Manual,First,11.56 kmpl,3200 CC,199.3 bhp,7,,7.5
